incident_number,Day and Month Reported,Year Reported,Police Shift,Offense Code,Offense Type,Offense Definition,Offense Sub-Category,Offense Category,Block Code,Ward,Source,Date,Time,Type,Description,latitude,longitude
22047757,8/25,2022,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173514032005,1              ,October 3rd 2022 - August 2nd 2022 Crime News,8/25/22,4:27 PM,Assault,"Somerville Police responded to Cross St for report of a past assault. Upon arrival, officers spoke with the reporting party who stated that while her juvenile son was playing soccer, two other juvenile males approached him and one of them punched him in the chest causing him to fall and",42.386177982290995,-71.08638289581518
22047761,8/25,2022,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173507021010,7              ,October 3rd 2022 - August 2nd 2022 Crime News,8/25/22,4:57 PM,Assault / Arrest,"Somerville Police responded to an apartment complex at Capen Court for a fight. Upon arrival, officers observed a male party, Richard NADEAU, 63, holding a metal chair. Officers instructed him to put the chair down then detained him. Officers then spoke with the victim who stated he was involved in an argument with NADEAU. During the argument, NADEAU shoved him in the chest. He was placed under arrest.",42.41466841890485,-71.12991859678051
22048472,8/28,2022,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173506004000,7              ,October 3rd 2022 - August 2nd 2022 Crime News,8/28/22,10:32 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Powder House Blvd for a breaking and entering that had just occurred. Upon arrival, officers spoke with the victim who stated that she observed two hands on the window sill in her bedroom. The victim yelled and the suspect fled the area. Officers observed an upside down planter outside below the window.",42.403677050765936,-71.12259770339827
22049510,9/2,2022,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501071012,1              ,October 3rd 2022 - August 2nd 2022 Crime News,9/2/22,9:58 AM,Commercial Breaking & Entering,"Somerville Police responded to a business in the area of Broadway & Cross St for a past breaking and entering. Upon arrival, officers spoke with the owner of the business who stated at approximately 5:16 AM that same day, an unknown individual entered the business through the rear door then stole $1000 USC. The suspect was described as thin build, short to average height, wearing all black including a hood and facemask.",42.389446370503585,-71.0857616576333
22049820,9/3,2022,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501061003,1              ,October 3rd 2022 - August 2nd 2022 Crime News,9/3/22,6:01 PM,Arrest,"while on a directed patrol in Assembly Row, an officer was approached by two juvenile females who stated they were jumped by two other juvenile females. The victims then pointed to the suspects who were outside of AMC. As the officer was exiting his cruiser, the suspects charged at the victims and continued to attack one of them. The officer grabbed one of the suspects and she punched him in the arm. Officers were then able to place both suspects into",42.39550993419608,-71.07889572583264
22049925,9/4,2022,Last Half (Midnight - 8AM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173509003001,6              ,October 3rd 2022 - August 2nd 2022 Crime News,9/4/22,2:43 AM,Assault,"Somerville Police responded to a business on Elm St for a fight between two males. Upon arrival, officers spoke with a female victim who stated she was outside when the fight was occurring and at some point, one of the males involved punched her in the face. Both males then fled the area.",42.39569505988394,-71.12153819630898
22050165,9/5,2022,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501061015,1              ,October 3rd 2022 - August 2nd 2022 Crime News,9/5/22,11:40 AM,Commercial Breaking & Entering,"Somerville Police responded to a business in Assembly Row for a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated she received an alarm notification then reviewed surveillance footage and observed a group of teens enter through the back door.",42.39458122149659,-71.08008094022223
22050487,9/7,2022,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173513001006,3              ,October 3rd 2022 - August 2nd 2022 Crime News,9/7/22,7:48 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Grandview Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into the common area of the",42.38523873187607,-71.0953135731074
22051054,9/9,2022,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173507011001,7              ,October 3rd 2022 - August 2nd 2022 Crime News,9/9/22,4:39 PM,Assault,"Somerville Police responded to North St for report of a male party who was shot in the face with a BB gun. Upon arrival, officers spoke with the victim who stated while driving on Broadway, a juvenile black male shot a BB gun at him and his car approximately 50 times. The victim was struck in the eye and body. The victim reported seeing eight juveniles flee toward Broadway after",42.40651944376328,-71.12909565962048
22051072,9/9,2022,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173502012001,4              ,October 3rd 2022 - August 2nd 2022 Crime News,9/9/22,6:37 PM,Assault,"Somerville Police responded to Marshall St for a past fight between juveniles. Upon arrival, officers spoke with the reporting party who stated her juvenile daughter got into a confrontation with another juvenile female. During the confrontation, the juvenile suspect slapped the victim.",42.390446153682966,-71.09529012065522
