Source,Case Number,Date,Time,Type,Description
July 1st 2024 - April 2nd 2024 Crime News,24037418,6/24/24,2:49 PM,Residential Breaking & Entering,"Somerville Police responded to a multifamily residence on Cross St for report of a past breaking and entering. Upon arrival, officers were informed that a male party entered the building and began checking door handles to numerous apartments. The victim reported that a laptop was"
July 1st 2024 - April 2nd 2024 Crime News,24037363,6/24/24,9:56 AM,Residential Breaking & Entering,"Somerville Police responded to a multifamily residence on Cross St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated her wallet, keys and electronics were"
July 1st 2024 - April 2nd 2024 Crime News,24037419,6/24/24,2:51 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Central St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated a Fedex driver delivered a package to her house. Shortly after, an occupant of a vehicle nearby entered the victim’s home and took the"
July 1st 2024 - April 2nd 2024 Crime News,24037458,6/24/24,5:33 PM,Assault,"Somerville Police responded to 300 Broadway for report of a fight. Upon arrival, officers spoke with the juvenile victim who stated she was walking on Temple St with her daughter and friends and were approached by a group of juveniles trying to fight her. A male juvenile in the group brandished a pocket knife at her. Officers identified the male juvenile."
July 1st 2024 - April 2nd 2024 Crime News,24037323,6/24/24,6:14 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Beacon St for report of a past breaking and entering. Upon arrival, officers spoke with the store owner who stated he arrived for work and observed damage to multiple door frames. Nothing was reported missing."
July 1st 2024 - April 2nd 2024 Crime News,24037204,6/23/24,12:17 PM,Arrest,"Somerville Police responded to lower Broadway for report of a male carrying a crowbar and yelling at people. Upon arrival, officers spoke with the victim who stated he was walking down Broadway and the male suspect approached him then brandished a crowbar and threatened to kill him. Officers located the male suspect and he was placed under arrest."
July 1st 2024 - April 2nd 2024 Crime News,24034985,6/13/24,2:43 PM,Residential Breaking and Entering,"Somerville Police responded to an apartment complex on Innerbelt Rd for a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated someone gained access to the mechanical room and was living there. Nothing was reported missing."
July 1st 2024 - April 2nd 2024 Crime News,24035032,6/13/24,7:39 PM,Assault,"Somerville Police responded to Cypress St for report of a past assault. Upon arrival, officers spoke with a juvenile victim who stated earlier in the day, she was attacked by another juvenile. The victim suffered"
July 1st 2024 - April 2nd 2024 Crime News,24034731,6/12/24,5:26 PM,Assault,"Somerville Police responded to Sewall St for an assault. Upon arrival, officers spoke with the victim who stated she was sitting outside her residence and was approached by a female who began yelling at her. The female suspect then pushed a shopping cart into the victim."
July 1st 2024 - April 2nd 2024 Crime News,24035314,6/14/24,6:07 PM,Assault,"Somerville Police responded to Walnut St for an assault. Upon arrival, officers spoke with the victim who stated she was at Leathers Park and was approached by a female party. As the victim began walking away, the suspect and a group of females began punching the victim repeatedly."
July 1st 2024 - April 2nd 2024 Crime News,24032985,6/5/24,3:50 PM,Assault,"Somerville Police responded to 60 Washington St for report of a past assault. Upon arrival, officers spoke with the victim who stated while she was walking home, a male on a bike pushed her causing her to fall."
July 1st 2024 - April 2nd 2024 Crime News,24033387,6/6/24,10:38 PM,Robbery,"Somerville Police responded to Canal Ln for report of a past robbery. Upon arrival, officers spoke with the reporting party who stated her juvenile son was robbed while near the basketball courts. She stated her son got into an argument with several other juveniles. While they were arguing, an older male party approached the victim and took his phone and hoodie."
July 1st 2024 - April 2nd 2024 Crime News,24034248,6/10/24,11:23 PM,Arrest,"Somerville Police responded to a residence on Fennell St for a report of two gunshots fired into the home. Upon arrival, officers located ballistic evidence inside the home then spoke to a nearby witness who provided a suspect description. Shortly after, officers located a male matching the description in the area of 1165 Broadway. Officers conducted a pat frisk of the male and recovered a loaded Glock that was reported stolen out of Reading, MA. The male"
July 1st 2024 - April 2nd 2024 Crime News,24033813,6/8/24,8:08 PM,Assault,"Somerville Police responded to 406 Highland Ave for an assault. Upon arrival, officers spoke with the victim who stated he was involved in a traffic altercation with a male party operating a red Hyundai Sonata with extensive rear damage. During the altercation, the driver stuck his hand out the window and displayed a firearm or knife at the victim."
July 1st 2024 - April 2nd 2024 Crime News,24033971,6/9/24,4:45 PM,Assault,"Somerville Police responded to Highland Ave & Walnut St for an assault. Upon arrival, officers spoke with the juvenile victim who stated he was riding his bike and was involved in an altercation with a male party driving a vehicle. During the altercation, the male party grabbed the juvenile and began to strangle him. Officers identified the male suspect."
July 1st 2024 - April 2nd 2024 Crime News,24033752,6/8/24,2:02 PM,Assault,"Somerville Police responded to 460 Mystic Ave for an assault. Upon arrival, officers spoke with the victim who stated she was involved in an argument with a female party known to her. During the argument, the other female grabbed the victim by the neck and pushed her. Officers identified the"
July 1st 2024 - April 2nd 2024 Crime News,24031544,5/30/24,7:23 PM,Assault,"Somerville Police responded to Sydney St for report of a fight involving a gun. During the fight, one of the males brandished a silver handgun then they both fled the area. One male fled down Sydney St on foot while the other male fled down Taylor St on a bike. Officers canvassed the scene and located two live rounds of 9mm ammunition and a cardboard box with blood"
July 1st 2024 - April 2nd 2024 Crime News,24031389,5/30/24,6:22 AM,Commercial Breaking and Entering,"Somerville Police responded to a building on McGrath Hwy for report of a past breaking and entering. Upon arrival, officers spoke with the property manager who stated someone had slept there overnight and left several belongings behind. The property manager observed a male party leaving the property toward the train tracks."
July 1st 2024 - April 2nd 2024 Crime News,24031626,5/31/24,6:23 AM,Residential Breaking and Entering,"Somerville Police responded to a residence on Sewall St for a report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated medication was stolen from her room."
