"Incident Number","Day and Month Reported","Year Reported","Police Shift","Offense Code","Offense Type","Offense Definition","Offense Sub-Category","Offense Category","Block Code","Ward"
"21052096","10/3","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173501071014","1              "
"21052103","10/3","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512034006","2              "
"21052106","10/3","2021","Day Shift (8AM - 4PM)","120","Robbery","The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.","Robbery","Crimes against Property","250173508001002","7              "
"21052114","10/3","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173515003002","2              "
"21052130","10/3","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173501061010","1              "
"21052149","10/3","2021","Day Shift (8AM - 4PM)","23A","Pocket-Picking","The theft of articles from another person's physical possession by stealth where the victim is not immediately aware a theft occurred.","Larceny/Theft Offenses","Crimes against Property","250173501061012","1              "
"21052316","10/4","2021","Day Shift (8AM - 4PM)","23A","Pocket-Picking","The theft of articles from another person's physical possession by stealth where the victim is not immediately aware a theft occurred.","Larceny/Theft Offenses","Crimes against Property","250173509003017","6              "
"21052398","10/5","2021","Last Half (Midnight - 8AM)","200","Arson","To unlawfully and intentionally damage or attempt to damage any real or personal property of another person or entity by fire or incendiary device.","Arson","Crimes against Property","250173501081014","4              "
"21052409","10/5","2021","Day Shift (8AM - 4PM)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173503003002","5              "
"21052450","10/5","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061007","1              "
"21052478","10/5","2021","First Half (4PM - Midnight)","13B","Simple Assault","An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.","Assault Offenses","Crimes against Person","250173507012007","7              "
"21052493","10/5","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173501061006","1              "
"21052496","10/5","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061012","1              "
"21052663","10/6","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173501091018","4              "
"21052673","10/6","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512032001","2              "
"21052676","10/6","2021","First Half (4PM - Midnight)","90Z","All Other Offenses","All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. 
 
 This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.","All Other Offenses","Other","250173509003017","6              "
"21052682","10/6","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173515003010","2              "
"21052697","10/6","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173503003006","5              "
"21052786","10/7","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173509003017","6              "
"21052798","10/7","2021","Day Shift (8AM - 4PM)","250","Counterfeiting/Forgery","The altering, copying, or imitating of something, without authority or right, with the intent to deceive or defraud by passing the copy or thing altered or imitated as that which is original or genuine, or the selling, buying, or possession of an altered, copied, or imitated thing with the intent to deceive or defraud.","Counterfeiting/Forgery","Crimes against Property","250173511013005","3              "
"21052799","10/7","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173501071012","1              "
"21052809","10/7","2021","Day Shift (8AM - 4PM)","13A","Aggravated Assault","An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.","Assault Offenses","Crimes against Person","250173501081004","6              "
"21052890","10/7","2021","First Half (4PM - Midnight)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173501071021","1              "
"21052898","10/7","2021","First Half (4PM - Midnight)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173512034000","2              "
"21052906","10/7","2021","First Half (4PM - Midnight)","120","Robbery","The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.","Robbery","Crimes against Property","250173507023005","7              "
"21052921","10/8","2021","Last Half (Midnight - 8AM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173511011002","5              "
"21053034","10/8","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173514031000","1              "
"21053049","10/8","2021","First Half (4PM - Midnight)","26A","False Pretenses/Swindle/Game","The intentional misrepresentation of existing fact or condition or the use of some other deceptive scheme or device to obtain money, goods, or other things of value. Only includes fraud offenses that do not fit any of the definitions of the specific subcategories of fraud.","Fraud Offenses","Crimes against Property","250173513001006","3              "
"21053100","10/8","2021","First Half (4PM - Midnight)","90D","Driving Under The Influence","Driving or operating a motor vehicle or common carrier while mentally or physically impaired as the result of consuming an alcoholic beverage or using a drug or narcotic.","Driving Under The Influence","Other","250173509003008","6              "
"21053253","10/9","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173507011005","7              "
"21053258","10/9","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173514042008","1              "
"21053273","10/9","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173501081006","4              "
"21053442","10/10","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173514031000","1              "
"21053444","10/10","2021","First Half (4PM - Midnight)","23C","Shoplifting","The unlawful taking of goods or merchandise exposed for sale by a person (other than an employee).","Larceny/Theft Offenses","Crimes against Property","250173501061014","1              "
"21053565","10/11","2021","Day Shift (8AM - 4PM)","90Z","All Other Offenses","All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. 
 
 This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.","All Other Offenses","Other","250173504004004","6              "
"21053594","10/11","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173513003000","3              "
"21053630","10/12","2021","Last Half (Midnight - 8AM)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173515002013","2              "
"21053658","10/12","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173504002000","5              "
"21053689","10/12","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173503001006","5              "
"21053714","10/12","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173502021007","5              "
"21053736","10/12","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173515003001","2              "
"21053750","10/12","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173505002003","7              "
"21053761","10/12","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173504004000","6              "
"21053782","10/12","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173504003006","6              "
"21053844","10/13","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173511013002","4              "
"21054104","10/14","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173511022003","2              "
"21054123","10/14","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173504004006","6              "
"21054127","10/14","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173504002000","5              "
"21054269","10/15","2021","Last Half (Midnight - 8AM)","26B","Credit Card/Atm Machine Fraud","The unlawful use of a credit/debit card, credit/debit card number, or automatic teller machine for fraudulent purposes.","Fraud Offenses","Crimes against Property","250173501051005","4              "
"21054293","10/15","2021","Day Shift (8AM - 4PM)","13A","Aggravated Assault","An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.","Assault Offenses","Crimes against Person","250173513003000","3              "
"21054333","10/15","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173507021010","7              "
"21054345","10/15","2021","Day Shift (8AM - 4PM)","120","Robbery","The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.","Robbery","Crimes against Property","250173513002010","3              "
"21054371","10/15","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173510021003","5              "
"21054378","10/15","2021","First Half (4PM - Midnight)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173514044002","1              "
"21054382","10/15","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173513001000","3              "
"21054387","10/15","2021","First Half (4PM - Midnight)","23C","Shoplifting","The unlawful taking of goods or merchandise exposed for sale by a person (other than an employee).","Larceny/Theft Offenses","Crimes against Property","250173501061014","1              "
"21054398","10/15","2021","First Half (4PM - Midnight)","13B","Simple Assault","An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.","Assault Offenses","Crimes against Person","250173503001001","5              "
"21054453","10/16","2021","Last Half (Midnight - 8AM)","13B","Simple Assault","An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.","Assault Offenses","Crimes against Person","250173501091002","4              "
"21054513","10/16","2021","Day Shift (8AM - 4PM)","13C","Intimidation","To unlawfully place another person in reasonable fear of harm through the use of threatening words and/or other conduct without displaying a dangerous weapon or subjecting the victim to an actual physical attack.","Assault Offenses","Crimes against Person","250173505002006","7              "
"21054548","10/16","2021","Day Shift (8AM - 4PM)","13A","Aggravated Assault","An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.","Assault Offenses","Crimes against Person","250173512043009","2              "
"21054584","10/16","2021","First Half (4PM - Midnight)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173512042007","3              "
"21054695","10/17","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061006","1              "
"21054731","10/17","2021","First Half (4PM - Midnight)","90G","Liquor Law Violations","The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages.","Liquor Law Violations","Other","250173511013004","3              "
"21054733","10/17","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512033007","2              "
"21054755","10/17","2021","First Half (4PM - Midnight)","90Z","All Other Offenses","All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. 
 
 This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.","All Other Offenses","Other","250173510013013","2              "
"21054865","10/18","2021","Day Shift (8AM - 4PM)","23A","Pocket-Picking","The theft of articles from another person's physical possession by stealth where the victim is not immediately aware a theft occurred.","Larceny/Theft Offenses","Crimes against Property","250173509003017","6              "
"21054880","10/18","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173502011006","1              "
"21054881","10/18","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173507012001","7              "
"21054885","10/18","2021","Day Shift (8AM - 4PM)","90C","Disorderly Conduct","Any behavior that tends to disturb the public peace or decorum, scandalize the community, or shock the public sense of morality.","Disorderly Conduct","Other","250173510013013","2              "
"21054939","10/18","2021","First Half (4PM - Midnight)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173514041003","1              "
"21055037","10/19","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173512041003","2              "
"21055074","10/19","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061015","1              "
"21055081","10/19","2021","Day Shift (8AM - 4PM)","90Z","All Other Offenses","All crimes that are not included in one of the specifically named crime offenses nor the crimes that have been removed from this dataset due to their sensitive in nature. 
 
 This category includes Offenses of General Applicability which are those prefixed by Accessory Before/After the Fact, Aiding and Abetting, Assault to Commit, Conspiracy to Commit, Enticement, Facilitation of, Solicitation to Commit, Threat to Commit, or any other prefix identifying it as other than the substantive offense.","All Other Offenses","Other","250173514041000","1              "
"21055111","10/19","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173515001007","2              "
"21055143","10/19","2021","First Half (4PM - Midnight)","23A","Pocket-Picking","The theft of articles from another person's physical possession by stealth where the victim is not immediately aware a theft occurred.","Larceny/Theft Offenses","Crimes against Property","250173504003005","5              "
"21055216","10/20","2021","Day Shift (8AM - 4PM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173513001009","3              "
"21055221","10/20","2021","Day Shift (8AM - 4PM)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173514035001","1              "
"21055255","10/20","2021","Day Shift (8AM - 4PM)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173508002001","7              "
"21055276","10/20","2021","Day Shift (8AM - 4PM)","13B","Simple Assault","An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.","Assault Offenses","Crimes against Person","250173507012007","7              "
"21055282","10/20","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173515001007","2              "
"21055319","10/20","2021","First Half (4PM - Midnight)","13A","Aggravated Assault","An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.","Assault Offenses","Crimes against Person","250173512041003","2              "
"21055442","10/21","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173514042005","4              "
"21055501","10/21","2021","First Half (4PM - Midnight)","26A","False Pretenses/Swindle/Game","The intentional misrepresentation of existing fact or condition or the use of some other deceptive scheme or device to obtain money, goods, or other things of value. Only includes fraud offenses that do not fit any of the definitions of the specific subcategories of fraud.","Fraud Offenses","Crimes against Property","250173510013013","2              "
"21055526","10/21","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173509003009","6              "
"21055539","10/21","2021","First Half (4PM - Midnight)","90D","Driving Under The Influence","Driving or operating a motor vehicle or common carrier while mentally or physically impaired as the result of consuming an alcoholic beverage or using a drug or narcotic.","Driving Under The Influence","Other","250173510021003","5              "
"21055580","10/22","2021","Last Half (Midnight - 8AM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173502023000","4              "
"21055657","10/22","2021","Day Shift (8AM - 4PM)","240","Motor Vehicle Theft","A motor vehicle is a self-propelled vehicle that runs on the surface of land and not on rails that is not proceeds of another crime. It must meet specific NIBRS definitions.","Motor Vehicle Theft","Crimes against Property","250173515001003","2              "
"21055698","10/22","2021","First Half (4PM - Midnight)","23F","Theft From Motor Vehicle","The unlawful taking of articles from a motor vehicle, locked or unlocked.","Theft From Motor Vehicle","Crimes against Property","250173514041000","1              "
"21055702","10/22","2021","First Half (4PM - Midnight)","90D","Driving Under The Influence","Driving or operating a motor vehicle or common carrier while mentally or physically impaired as the result of consuming an alcoholic beverage or using a drug or narcotic.","Driving Under The Influence","Other","250173514031003","1              "
"21055717","10/22","2021","First Half (4PM - Midnight)","991, 998, 999","Other Criminal MV Offenses","Other Criminal MV Offenses represent select criminal motor vehicle offenses (with the exception of Driving Under the Influence, Hit and Run of a person, and Vehicular Manslaughter). Examples include: Unlicensed Operation of MV; Attaching Wrong MV Plates; Uninsured MV (Criminal); and Leave Scene of Property Damage.","Other Criminal MV Offenses","Other","250173515004006","1              "
"21055772","10/23","2021","Last Half (Midnight - 8AM)","100","Kidnapping/Abduction","The unlawful seizure, transportation, and/or detention of a person against his/her will or of a minor without the consent of his/her custodial parent(s) or legal guardian.","Kidnapping/Abduction","Crimes against Person","250173514042005","4              "
"21055844","10/23","2021","First Half (4PM - Midnight)","35A","Drug/Narcotic Violations","The unlawful cultivation, manufacture, distribution, sale, purchase, use, possession, transportation, or importation of any controlled substance.","Drug/Narcotics Offenses","Crimes against Society","250173511013009","3              "
"21055861","10/23","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173509003008","6              "
"21055930","10/24","2021","Last Half (Midnight - 8AM)","13A","Aggravated Assault","An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.","Assault Offenses","Crimes against Person","250173501091010","4              "
"21056019","10/24","2021","First Half (4PM - Midnight)","35A","Drug/Narcotic Violations","The unlawful cultivation, manufacture, distribution, sale, purchase, use, possession, transportation, or importation of any controlled substance.","Drug/Narcotics Offenses","Crimes against Society","250173513003000","3              "
"21056039","10/24","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173511013009","3              "
"21056042","10/24","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173510023001","3              "
"21056120","10/25","2021","Day Shift (8AM - 4PM)","35A","Drug/Narcotic Violations","The unlawful cultivation, manufacture, distribution, sale, purchase, use, possession, transportation, or importation of any controlled substance.","Drug/Narcotics Offenses","Crimes against Society","250173515003003","2              "
"21056194","10/25","2021","First Half (4PM - Midnight)","26B","Credit Card/Atm Machine Fraud","The unlawful use of a credit/debit card, credit/debit card number, or automatic teller machine for fraudulent purposes.","Fraud Offenses","Crimes against Property","250173511011004","5              "
"21056211","10/25","2021","First Half (4PM - Midnight)","26B","Credit Card/Atm Machine Fraud","The unlawful use of a credit/debit card, credit/debit card number, or automatic teller machine for fraudulent purposes.","Fraud Offenses","Crimes against Property","250173502021005","5              "
"21056359","10/26","2021","First Half (4PM - Midnight)","35A","Drug/Narcotic Violations","The unlawful cultivation, manufacture, distribution, sale, purchase, use, possession, transportation, or importation of any controlled substance.","Drug/Narcotics Offenses","Crimes against Society","250173501061007","1              "
"21056367","10/26","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061007","1              "
"21056479","10/27","2021","Last Half (Midnight - 8AM)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173504004006","6              "
"21056528","10/27","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173515001007","2              "
"21056530","10/27","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173503001001","5              "
"21056551","10/27","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173501061007","1              "
"21056574","10/27","2021","First Half (4PM - Midnight)","13B","Simple Assault","An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.","Assault Offenses","Crimes against Person","250173513001006","3              "
"21056583","10/27","2021","First Half (4PM - Midnight)","23G","Theft Of M/V Parts/Accessories","The unlawful taking of any part or accessory affixed to the interior or exterior of a motor vehicle in a manner which would make the item an attachment of the vehicle or necessary for its operation.","Larceny/Theft Offenses","Crimes against Property","250173501091011","4              "
"21056591","10/27","2021","First Half (4PM - Midnight)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173510021000","5              "
"21056615","10/27","2021","First Half (4PM - Midnight)","290","Destruction/Vandalism Property","To willfully or maliciously destroy, damage, deface, or otherwise injure any public or private property without the consent of the owner or the person having custody or control of it.","Destruction/Vandalism Property","Crimes against Property","250173514041005","1              "
"21056726","10/28","2021","Day Shift (8AM - 4PM)","23A","Pocket-Picking","The theft of articles from another person's physical possession by stealth where the victim is not immediately aware a theft occurred.","Larceny/Theft Offenses","Crimes against Property","250173509003017","6              "
"21056747","10/28","2021","Day Shift (8AM - 4PM)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173515003010","2              "
"21056849","10/29","2021","Last Half (Midnight - 8AM)","220","Burglary/Breaking And Entering","The unlawful entry into a building or some other structure to commit a felony or a theft.","Burglary/Breaking And Entering","Crimes against Property","250173512032006","2              "
"21059860","11/14","2021","First Half (4PM - Midnight)","23H","All Other Larceny","All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.","Larceny/Theft Offenses","Crimes against Property","250173512041001","2              "
